Nem Lula nem o partido ainda encontraram um discurso para se diferenciar.	Nem Lula nem o partido ainda encontraram um discurso para se diferenciar .	expl
Representantes das 60 famílias que ocupam ilegalmente casas na urbanização do Vale de Arcena, delegados do Centro Regional de Segurança Social, responsáveis da Câmara Municipal de Vila Franca de Xira e da empresa proprietária dos fogos, a Eurocapital, reuniram-se, na sexta-feira, naquela cidade, para discutirem a forma como será feito o levantamento individual que determinará quais os moradores que ali poderão continuar a residir no caso de terem disponíveis as verbas pedidas por cada casa.	Representantes de as 60 famílias que ocupam ilegalmente casas em a urbanização de o Vale de Arcena , delegados de o Centro Regional de Segurança Social , responsáveis de a Câmara Municipal de Vila Franca de Xira e de a empresa proprietária de os fogos , a Eurocapital , reuniram se , em a sexta-feira , em aquela cidade , para discutirem a forma como será feito o levantamento individual que determinará quais os moradores que ali poderão continuar a residir em o caso de terem disponíveis as verbas pedidas por cada casa .	expl
Nesta avenida de luxo, cortada longitudinalmente por um canal, perfilam-se, de um lado, os bancos (além dos alemães, cerca de cem bancos estrangeiros operam na capital da Vestefália); do outro, os estabelecimentos comerciais Cartier, Armani, Gucci, Van Cleef, etc.	Em esta avenida de luxo , cortada longitudinalmente por um canal , perfilam se , de um lado , os bancos ( além de os alemães , cerca de cem bancos estrangeiros operam em a capital de a Vestefália ) ; de o outro , os estabelecimentos comerciais Cartier , Armani , Gucci , Van Cleef , etc.	expl
Entretanto, está a disputar-se a Taça de Portugal, competição por equipas, na praia Grande, até o dia 12 de Agosto.	Entretanto , está a disputar se a Taça de Portugal , competição por equipas , em a praia Grande , até o dia 12 de Agosto .	expl
Paulo Silva (Fluorescente) foi o vencedor do Campeonato Nacional de bodyboard, que também se realizou na Figueira da Foz.	Paulo Silva ( Fluorescente ) foi o vencedor de o Campeonato Nacional de bodyboard , que também se realizou em a Figueira de a Foz .	expl
Subir ao monte Garizim, no primeiro dia de neve do ano, quando as pedras e os abetos se escondem sob um manto de neve, é ascender ao paraíso, tão grande é a beleza celestial da paisagem.	Subir a o monte Garizim , em o primeiro dia de neve de o ano , quando as pedras e os abetos se escondem sob um manto de neve , é ascender a o paraíso , tão grande é a beleza celestial de a paisagem .	obj
O seu desejo é sentar-se no Conselho Palestiniano, onde Yasser Arafat reservou uma cadeira para um dos três candidatos do mais pequeno e mais antigo povo do mundo os samaritanos.	O seu desejo é sentar se em o Conselho Palestiniano , onde Yasser Arafat reservou uma cadeira para um de os três candidatos de o mais pequeno e mais antigo povo de o mundo os samaritanos .	expl
A segurança é a antecipação a todos os níveis para ver, ao longe, e ser-se capaz de tudo prever um mal-estar, uma sacanice dos outros.	A segurança é a antecipação a todos os níveis para ver , a o longe , e ser se capaz de tudo prever um mal-estar , uma sacanice de os outros .	nsubj
Tudo bem, se for capaz de passar em poucos minutos da vigília ao sono e vice-versa.	Tudo bem , se for capaz de passar em poucos minutos de a vigília a o sono e vice-versa .	mark
Os da casa estão ainda muito longe de uma boa forma física e a partir dos 25 minutos do primeiro tempo refugiou-se quase sempre na defesa.	Os de a casa estão ainda muito longe de uma boa forma física e a partir de os 25 minutos de o primeiro tempo refugiou se quase sempre em a defesa .	expl
Para Alberto João Jardim, só a autonomia política da Madeira e de Porto Santo juntos permitiu grandes saltos nos últimos anos2 e seria suicídio para Porto Santo se essa solidariedade e unidade fossem quebradas.	Para Alberto João Jardim , só a autonomia política de a Madeira e de Porto Santo juntos permitiu grandes saltos em os últimos anos2 e seria suicídio para Porto Santo se essa solidariedade e unidade fossem quebradas .	mark
O procurador adiantou que já lhe foi entregue um parecer sobre o caso, mas só deverá pronunciar-se dentro de 15 dias.	O procurador adiantou que já lhe foi entregue um parecer sobre o caso , mas só deverá pronunciar se dentro de 15 dias .	expl
Foi peremptório, no entanto, ao afirmar que, se o Supremo Tribunal Administrativo declarar a anulação do empréstimo, a central sindical tem de devolver o dinheiro, mesmo que este já tenha sido gasto.	Foi peremptório , em o entanto , a o afirmar que , se o Supremo Tribunal Administrativo declarar a anulação de o empréstimo , a central sindical tem de devolver o dinheiro , mesmo que este já tenha sido gasto .	mark
A extrema direita fez uma campanha eleitoral moderna, servindo-se do processo direct mailing americano enviando os seus panfletos xenófobos, do tipo Hamburgo tem de permanecer um estado alemão, pelo correio, em especial a milhares de jovens eleitores.	A extrema direita fez uma campanha eleitoral moderna , servindo se de o processo direct mailing americano enviando os seus panfletos xenófobos , de o tipo Hamburgo tem de permanecer um estado alemão , por o correio , em especial a milhares de jovens eleitores .	expl
Soares lembrou o que já viu nesta viagem e mostrou-se mais uma vez preocupado com os problemas da agricultura, que está em muito mau estado, questionando: O que será o futuro do nosso mundo rural?	Soares lembrou o que já viu em esta viagem e mostrou se mais uma vez preocupado com os problemas de a agricultura , que está em muito mau estado , questionando : O que será o futuro de o nosso mundo rural ?	expl
Você fala constantemente daqueles que se dizem amigos de Borges, dos que lhe vinham pedir que escrevesse os seus prólogos, e garante que a estão a acossar.	Você fala constantemente de aqueles que se dizem amigos de Borges , de os que lhe vinham pedir que escrevesse os seus prólogos , e garante que a estão a acossar .	expl
Abriu-se a Porta de Damasco	Abriu se a Porta de Damasco	obj
Sabe que se não chegar a acordo, é chumbado.	Sabe que se não chegar a acordo , é chumbado .	mark
A nata dos reformistas foi excluída ou auto-excluiu-se.	A nata de os reformistas foi excluída ou auto-excluiu se .	obj
Os mercados inquietam-se.	Os mercados inquietam se .	expl
Aliás, há no poema uma alusão explícita à cor (brancos os arcos, para não falar na implícita dos alabastros e dos blocos de gelos) e várias imagens cinéticas: de que esvoaçam, por baixo passam, se despedaçam, caudais de choro, trémulos astros ...	Aliás , há em o poema uma alusão explícita a a cor ( brancos os arcos , para não falar em a implícita de os alabastros e de os blocos de gelos ) e várias imagens cinéticas : de que esvoaçam , por baixo passam , se despedaçam , caudais de choro , trémulos astros ...	expl
Isto porque, nestas condições, e atendendo ainda a que Portugal e Espanha produzem e vendem, grosso modo, a mesma gama de bens e serviços, deixar o escudo apreciar-se relativamente à peseta reduz a capacidade concorrencial das nossas empresas no país, em Espanha e em terceiros mercados, ao mesmo tempo que facilita a penetração das exportações espanholas no mercado nacional e em mercados nossos clientes.	Isto porque , em estas condições , e atendendo ainda a que Portugal e Espanha produzem e vendem , grosso modo , a mesma gama de bens e serviços , deixar o escudo apreciar se relativamente a a peseta reduz a capacidade concorrencial de as nossas empresas em o país , em Espanha e em terceiros mercados , a o mesmo tempo que facilita a penetração de as exportações espanholas em o mercado nacional e em mercados nossos clientes .	expl
Nacionais-comunistas aliam-se contra Ieltsin	Nacionais-comunistas aliam se contra Ieltsin	expl
Os principais opositores do Presidente russo, Boris Ieltsin, vão reunir-se hoje em Moscovo para definirem uma estratégia que os leve ao poder.	Os principais opositores de o Presidente russo , Boris Ieltsin , vão reunir se hoje em Moscovo para definirem uma estratégia que os leve a o poder .	expl
Na proposta de relatório elaborada pelo relator, Silvino Teixeira (CDU), constata-se que desde 1982, início da elaboração do PDM, até Março de 1993, a autarquia esteve totalmente alheada da génese, definição, estudo e acompanhamento do plano.	Em a proposta de relatório elaborada por o relator , Silvino Teixeira ( CDU ) , constata se que desde 1982 , início de a elaboração de o PDM , até Março de 1993 , a autarquia esteve totalmente alheada de a génese , definição , estudo e acompanhamento de o plano .	nsubj
Num país com mais de sete mil ilhas e onde os golpes de Estado se foram sucedendo quase mensalmente nos anos 80 e onde a guerrilha fundamentalista islâmica avança na zona meridional do arquipélago, os incidentes de ontem permitiram à comissão de eleições dizer que o dia foi relativamente calmo.	Em um país com mais de sete mil ilhas e onde os golpes de Estado se foram sucedendo quase mensalmente em os anos 80 e onde a guerrilha fundamentalista islâmica avança em a zona meridional de o arquipélago , os incidentes de ontem permitiram a a comissão de eleições dizer que o dia foi relativamente calmo .	obj
Havia bichas para tudo, desde a tabacaria até aos bares, onde as provisões mostravam uma perigosa tendência para se esgotar.	Havia bichas para tudo , desde a tabacaria até a os bares , onde as provisões mostravam uma perigosa tendência para se esgotar .	expl
Atrasos que, segundo as informações recolhidas junto dos balcões da TAP e da ANA, não se deviam à greve dos pilotos, mas ao elevado volume de tráfego e a um elemento que tem mais poder sobre os céus que os pilotos: o nevoeiro.	Atrasos que , segundo as informações recolhidas junto de os balcões de a TAP e de a ANA , não se deviam a a greve de os pilotos , mas a o elevado volume de tráfego e a um elemento que tem mais poder sobre os céus que os pilotos : o nevoeiro .	expl
É confrangedor olharmos hoje em dia para os meios de comunicação social e verificarmos o caos financeiro em que se encontra atolada aquela casa de tão nobres tradições.	É confrangedor olharmos hoje em dia para os meios de comunicação social e verificarmos o caos financeiro em que se encontra atolada aquela casa de tão nobres tradições .	expl
