,0
"«As sanções não nos afectarão neste domínio», disse ainda Kalam, referindo-se às penalizações económicas impostas contra a Índia pelos EUA, Japão e Canadá.",expl
"Deitou-lhe para cima sangue ou tinta vermelha, não se percebia bem.",nsubj
Pegou no papel e na caneta e foi-se embora.,expl
"Ontem à noite, num clube desportivo de Darwin, muitos australianos sentaram-se ao lado dos estudantes e levantaram-se para gritar «Viva a missão de paz!», «Viva Timor-Leste», «Viva Xanana», quando está próxima a chegada do Lusitânia.",expl
Leu-se o poeta Borja da Costa e o cântico que Xanana Gusmão escreveu na montanha para a «Mulher Timor».,nsubj
"Depois, num cúmulo de música e emoção, cantou-se «Peace Mission», o hino composto e ensaiado para o primeiro dos dois dias de festa.",nsubj
«Venham e juntem-se à missão de paz.,expl
"A defesa desta estratégia de «guerra total» no plenário das Nações Unidas não assenta exclusivamente no impulso que a questão timorense ganhou com a atribuição do Nobel a Horta e a Belo -- Ramos Horta já tinha sugerido esse passo num memorando que fez chegar ao Palácio das Necessidades meses antes de se conhecer a escolha de Oslo --, mas o certo é que o Nobel da Paz timorense constitui um reforço importante.",nsubj
"Com 57 anos de profissão, Carlos dos Santos, tornou-se popular pelos pregões que usava na venda de jornais e de lotaria, na zona da Baixa e Bairro Alto, e pela maneira afável com que se relacionava com toda a gente.",expl
"Mais tarde, quando estiverem criadas condições económicas, proceder-se-á à criação de um «mercado comum de mão-de-obra».",nsubj
"Também se prevê a criação de uma moeda única, embora, quem o deseje, possa ter a sua própria divisa.",nsubj
"Ao sair da penumbra, arrastando uma coisa parecida com névoa cinzenta e oleosa, suspensa a dois palmos da cabeça, João Carlos andou três ou quatro passos e parou com um suspiro, como se as suas pernas utilizassem um sistema de suspensão a ar.",fixed
"Via-se que, por várias causas, João Carlos se cansa com facilidade, pois também baixou os ombros e inclinou o queixo para o peito, sem nunca olhar para os lados das grandes janelas do tribunal.",expl
"Os olhos dele saíam para fora da cara e quase chegavam ao nível da cana do nariz, no caso de se apanhar de perfil a figura perdida e magríssima de João Carlos, que tanto podia ter vinte e poucos anos (estragados), como muitos mais, e de facto tinha.",nsubj
"Em Frankfurt, registou-se uma subida de 0,05 por cento, com o índice DAX a fechar a 2.176,26 pontos, devido à baixa que atingiu Wall Street na quarta-feira.",expl
"Nas breves declarações que prestou aos inúmeros jornalistas que se acotovelavam à entrada do Palácio, Vance ainda teve tempo de alertar para a importância do novo acordo ser, de facto, respeitado no terreno:",obj
"Antes, tinha-se recusado a comentar quais as suas próximas iniciativas caso o acordo não resulte.",expl
"Cinco desses aparelhos estão equipados com um sistema de iluminação, para que a entrada nocturna de embarcações se possa fazer com toda a segurança.",expl
"Iliescu tinha anunciado que se deslocaria amanhã ao vale de Jiu, mas ontem os serviços presidenciais disseram que a viagem fora cancelada.",expl
"Pedia-se 62,50m, que quase ninguém fez, mas aí não residiu o problema:",nsubj
"No segundo ficou a mais de dez metros do seu recorde nacional (63,70m) com 53,60m, e só no derradeiro intento (a qualificação só tem três) se aproximou um pouco mais do que vale, com 56,02m, mas não chegou.",expl
"Entretanto, ontem, a Coreia do Sul, encorajada pelos sinais tornados até agora públicos sobre o que se vai passando na semana de luto no vizinho Norte, indicando uma aparente passagem calma de poderes de pai para filho, decidiu levantar parte do alerta especial em que tinha colocado as suas tropas, na sequência do falecimento do «Grande Líder».",expl
"Mas não faria muito sentido, se as Assembleias Municipais se pronunciarem neste ou naquele sentido já nesta fase, vir a ser aprovada uma lei de criação das regiões contrariando uma vontade que se sabe que vai ser manifestada ulteriormente.",nsubj
Deixou de ser forçoso as pessoas deslocarem-se à sede para se inscrever em turnos de 15 dias num dos centros de férias.,expl
"O sistema antigo só se mantém para os Centros de Entre-os-Rios, São Pedro do Sul e Foz do Arelho.",expl
"«Nós, dentro de Espanha, sempre manifestámos que deveria haver interesse por Portugal, que sempre teve um certo receio, porque a história foi o que foi», comenta ao PÚBLICO Jordi Pujol, «se temos uma identidade própria e não temos medo, muito menos os portugueses, que têm um Estado próprio».",mark
"De resto, decidiu-se ainda aumentar os elementos da Comissão Arbitral da Liga, que serão nove em vez de sete.",nsubj
"Trata-se de uma separação politicamente profícua, já que, ao longo de os sécs. XVI a XIX, o homem terá interiorizado a necessidade de vigiar a maior ou menor conformidade entre rosto, preceitos éticos e poder social, ao mesmo tempo que lhe pedem que seja singular e autêntico.",expl
"Tal como a rainha Isabel II, John Major limitou-se a acompanhar os factos.",expl
"Mas se o silêncio pode favorecer a recuperação da imagem da coroa, a indecisão é mortal, tanto em política como em economia.",mark
Como não pode continuar a afirmar a prioridade da luta contra a inflação deixando a libra desvalorizar-se.,expl
"Trata-se de um jovem de 20 anos, que terá confessado os crimes e a venda dos objectos roubados para a compra de heroína.",expl
"A PSP sabia que os assaltantes se deslocavam numa carrinha Renault Express, facto que a levou a mandar parar o veículo onde seguiam.",expl
"A comissão mista deverá iniciar amanhã os seus trabalhos que, espera-se, estejam terminados no fim da semana.",nsubj
"Em seguida, se for aplicado como previsto o princípio da rotatividade, a Turquia deverá passar a ter o seu primeiro chefe de Governo islamista.",mark
"Quem o diz é o secretário de Estado da Administração Interna, Armando Vara, que passou o dia de ontem a inteirar-se dos efeitos da intempérie em Bragança, o distrito mais atingido, mas onde já não há aldeias isoladas.",expl
"Um texto em torno do «sagrado matrimónio» no qual se discute as possibilidades de encontrar um homem que não seja casado, nem maricas e tenha emprego.",nsubj
"O Hospital de Santo António, no Porto, deverá pedir ainda esta semana à Lipor para ali depositar as várias dezenas de toenaladas de cinzas resultantes da queima de lixos hospitalares que, há um ano e meio, se acumulam em contentores de plástico.",expl
Na cadeia era bem-comportado e ocupava-se em trabalhos de faxina.,expl
Suicidou-se a 7 de Agosto.,expl
"O caso está a ser analisado pela Direcção Regional de Educação do Centro e o Coordenador da Área Educativa (CAE) já admitiu não haver «condições objectivas para que os professores executem as suas tarefas» e continuem as actividades lectivas, sobretudo enquanto o director do Colégio do Mondego se encontrar ausente no estrangeiro.",expl
"Era Oto, um ex-controlador de tráfego aéreo em Bissalanca que se juntara à guerrilha.",expl
"«Vai para Conakry, fala com o nosso secretário-geral Amílcar Cabral e vai ver que tudo se vai resolver.»",expl
"Sentados a uma mesa trapezoidal encontravam-se cinco indivíduos de «grand boubou» [ vestimenta muçulmana ] até aos pés, com os seus gorros típicos, todos muito grandes e com ar sério.",expl
"O que Américo Amorim não confirma, recusando-se a pagar qualquer prestação de serviços.",expl
"Como ali é afirmado, «não cabe exclusivamente à classe política» dar respostas sobre as interrogações que o futuro levanta, «antes exige a participação activa da sociedade civil, que tem igualmente responsabilidades e deveres de que não pode nem deve demitir-se».",expl
"Gomes Motta, respondendo às perguntas dos jornalistas, iria mais longe ao afirmar que os «partidos não esgotam a actividade cívica do país» e, afastando qualquer mal-estar que o congresso possa provocar nas hostes socialistas por eventualmente ofuscar alguns dos seus projectos, esclareceria ainda que esta iniciativa e as do PS «em certa medida completam-se».",expl
"A intenção figura no documento estratégico para a Educação entregue na Assembleia da República, no qual, curiosamente, se retira a matéria da alçada do IIE e se entrega ao Gabinete de Avaliação Educacional (Gave).",nsubj
"O relatório adianta que «todos os relatos de tortura e maus tratos se referiam a pessoas que tinham sido detidas sob suspeita de terem cometido delitos criminais, tendo em muitos dos casos sido libertadas sem serem inculpadas».",expl
R. -- É lógico que os directos só podem existir se houver regras claras.,mark
"As notícias revelam, salvo raras excepções, um cariz sensacionalista, que alimenta sobretudo a ideia de «cura mágica» ou o desejo de encontrar «bodes expiatórios» para a explicação do fenómeno, permitindo, por exemplo, que se fale de eficácia do(s) tratamento(s) de formas pouco honestas, por ignorância ou por manipulação deliberada.",nsubj
"Um exemplo recente de como se pode confundir a opinião pública ocorreu no programa de TV Falar Claro, no passado dia 22 de Junho.",nsubj
"O que espanta, porém, não é que se pretenda fazer marcha atrás relativamente a um referendo que devia ter sido realizado há já muito tempo.",nsubj
"Bem vistas as coisas, os portugueses dificilmente compreenderiam o facto de serem agora chamados a pronunciar-se sobre algo que há muito foi decidido à sua revelia.",expl
"Pelo que, muito provavelmente, voltariam a abster-se de ir às urnas.",expl
"No pior dos cenários, o país volta a abster-se e a regionalização tem assegurados mais 25 anos de permanência no fundo falso da gaveta da democracia.",expl
"Referem-se a normas de segurança e de saúde e higiene, regras de iluminação, etc.",expl
"É o caso da organização do tempo de trabalho e disposições sobre mulheres grávidas, cuja aprovação não se espera para a presidência britânica, não entrando, assim, em vigor a 1 de Janeiro de 1993.",nsubj
13 de Maio -- A oposição apela de novo à população para que se manifeste contra o Governo a partir do dia 17.,expl
